<Logging continued from "data/ulx_logs/07-27-24.txt">
[01:17:37] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezheatrocket
[01:17:38] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezheatrocket
[01:17:39] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezheatrocket
[01:17:39] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezheatrocket
[01:17:39] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezheatrocket
[01:17:41] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezheatrocket
[01:17:41] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezheatrocket
[01:17:41] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezheatrocket
[01:17:42] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezheatrocket
[01:17:42] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezheatrocket
[01:17:42] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezheatrocket
[01:17:42] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezheatrocket
[01:17:42] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezheatrocket
[01:17:43] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezheatrocket
[01:19:02] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_renaultft_m
[01:19:02] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_renaultft_f
[01:19:10] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_wheeldrive_t34_57
[01:20:21] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezrocketpod
[01:20:22] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezfirework
[01:20:25] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezfirework
[01:20:28] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezfirework
[01:20:29] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezfirework
[01:20:29] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezfirework
[01:20:29] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezfirework
[01:20:29] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezfirework
[01:20:30] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezfirework
[01:20:30] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezfirework
[01:20:30] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezfirework
[01:20:30] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezfirework
[01:20:55] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_eznukerocket
[01:21:37] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_eznukerocket
[01:21:38] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_eznukerocket
[01:21:39] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_eznukerocket
[01:21:39] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_eznukerocket
[01:22:49] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_eztorpedo
[01:23:10] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_eztorpedo
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_docks/dock03_pole01a_256.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_docks/dock03_pole01a_256.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_docks/dock03_pole01a_256.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_docks/dock03_pole01a_256.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_wire1x2.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_boardx2.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_boardx2.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_docks/dock03_pole01a.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_wire1x2.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/hunter/tubes/tube4x4x6c.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_wire1x1.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel4x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_wire1x2.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel4x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel1x2.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x2.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_docks/dock03_pole01a.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_docks/dock03_pole01a.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x2.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel4x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_wire1x2.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_boardx2.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/hunter/tubes/tube4x4x6c.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel4x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/hunter/triangles/5x5.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x2.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel4x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_wire1x2.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel1x2.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel4x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/hunter/plates/plate3x5.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel4x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_wire1x2.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel4x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x2.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_wire1x2.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_wire1x2.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel4x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x2.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x2.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_wire1x2.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/hunter/tubes/tube4x4x2c.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_junk/wood_crate001a.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_wire1x2.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/hunter/tubes/tube4x4x2c.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/hunter/tubes/tube4x4x2c.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_wire1x1.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_boardx2.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_wire1x1.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x2.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_docks/dock03_pole01a.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/hunter/tubes/tube4x4x2c.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_wire1x2.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/hunter/tubes/tube4x4x6c.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_docks/dock03_pole01a.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_wire1x2.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_junk/wood_crate001a.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_wire1x2.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/hunter/triangles/6x6.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/hunter/tubes/tube4x4x6c.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_wire1x2.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_wire1x1.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_wire1x2.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_wire1x2.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel2x4.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_docks/dock03_pole01a.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_docks/dock03_pole01a.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_docks/dock03_pole01a.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_docks/dock03_pole01a.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_docks/dock03_pole01a_256.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_docks/dock03_pole01a_256.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_wire1x2.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_wire1x2.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_wire1x1.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_wire1x1.mdl
[01:23:38] RusLanConnection<STEAM_0:0:238810681> spawned model models/props_phx/construct/wood/wood_panel1x2.mdl
[01:23:55] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_eztorpedo
[01:24:20] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_eznukerocket
[01:24:41] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_eznukerocket
[01:24:50] RusLanConnection killed RusLanConnection
[01:24:59] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsmallbomb
[01:25:08] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezpowderkeg
[01:25:09] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezrocketmotor
[01:25:12] RusLanConnection killed RusLanConnection
[01:25:19] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsmallbomb
[01:25:20] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezrocketmotor
[01:25:39] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsmallbomb
[01:25:40] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsmallbomb
[01:25:41] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsmallbomb
[01:25:41] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsmallbomb
[01:25:42] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsmallbomb
[01:25:42] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezrocketmotor
[01:26:23] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezrocketmotor
[01:28:33] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsmallbomb
[01:28:42] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezsmallbomb
[01:28:50] RusLanConnection killed RusLanConnection
[01:29:05] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezbigbomb
[01:29:12] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezrocketmotor
[01:29:17] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezrocketmotor
[01:29:17] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezrocketmotor
[01:29:44] RusLanConnection killed RusLanConnection
[01:29:53] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezclusterbuster
[01:29:56] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezrocketmotor
[01:36:17] Server is shutting down/changing levels.



[15:29:20] New map: rp_cscdesert_v2-1
[15:30:13] RusLanConnection<STEAM_0:0:238810681> spawned sent ent_jack_gmod_ezaidradio
[15:31:10] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_wheeldrive_sherman_firefly
[15:32:52] RusLanConnection: hi everyone
[15:33:06] RusLanConnection: hi everyone
[15:35:32] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_wheeldrive_pz1jager
[15:36:08] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_wheeldrive_t34_57
[15:36:46] Server is shutting down/changing levels.



[15:40:29] New map: rp_cscdesert_v2-1
[15:40:42] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_wheeldrive_hl2_prewargolf
[15:41:28] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_wheeldrive_hl2_jeep_armed
[15:41:39] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_helicopter_hl2_combine_chopper
[15:41:39] RusLanConnection was killed by lvs_helicopter_hl2_combine_chopper
[15:43:02] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_helicopter_hl2_combine_dropship
[15:43:53] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_renaultft_m_rp
[15:44:08] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_renaultft_m
[15:49:01] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_wheeldrive_t34_57
[15:49:10] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_wheeldrive_pz3e
[15:50:37] RusLanConnection<STEAM_0:0:238810681> spawned sent lvs_wheeldrive_t70
